resource,bytes,organisations,endpoints,start-date,end-date
935583b64cfbe7afded7d700d16afdc2257ba8335806a481e9968ea5a2062f26,593,local-authority-eng:GAT,ac85cd6749b8dec9b8be4ec6cf88ae721abeea9089c0f72fb50f8809dfc80050,2021-02-15,
9fdab27cb4f89647e2089f4c2d27b75f8f53d88b180d9da964f1ea7c1c92db7d,27361,local-authority-eng:WIL,44a3e67ee571b72e6ce04abdd865301d823a189bc28180fc3ed32e2918558dfb,2021-02-15,
a0715950d85e5716b99c883074fb5944068656f036691a8fbcc1e5ba069184b5,939,local-authority-eng:BOT,b4b23d8c1e653a4e20c50641461b6553eac09f6087a13256547dee0f18ae7915,2021-02-15,
afcc9a4d4c494c1298af72f4e422bfe1d973bcbbafa91ac69e93d3abb2b06a6c,10173,local-authority-eng:CMA,2150658d50678c26993baec2c52da50325463e9bca3a35fc5b4bccd6fccd5e51,2021-02-15,
b23b22a539c76b8a3f5c3fd721cb1b79a50988e78c26140c914c2450ea4b52f7,7494,local-authority-eng:SNR,24c6e58b61392f3f73ab40498c77aa0c07d79944d3289a21f8ada26b7bc08dd7,2021-02-15,
b8615b9e2e5e32c7c8116daccfd37f96f8bccc7e2a46c78e87f61f76f2c738f7,16684,local-authority-eng:EHE,b89a7ccd1ff32160402323509b8425bb61728a115ebe14ba80ac08e8b16e43f5,2021-02-15,
ba0d7f1eae5ff5a86aa3f964ee87e806ed4f53a80b397dc4acdfcb640da38af5,5691,local-authority-eng:IOW,e6fbd61b44f686dfd55a324b35b494c0e8ecca549356a0bece6c93cc5090f035,2021-02-19,2021-02-19
bba155bb30459d24e54c8f43baa4637ec97714794043bed3c59fdcaf002b7718,17262,local-authority-eng:CHA,0f6f5ae1fa5632f2b8cc08891bb3157541117ab29bdb64f55363008a734772f7,2021-02-15,
bd25101f5b8922a2efe7cf3a8e7591c4f29c13620f39fac476e9248ae39322e4,15781,local-authority-eng:NEA,6a20f4b320841918355187b741c32b8985da74151719365d784f843e5f9205a4,2021-02-15,
bfec37bfb2328a278ffb49cf0c1fcb96d058d7cb0943449a556c12900e0ae6fa,7996,local-authority-eng:BRA,16af08c6b63f522fe12ee84045b3a55a13a8de4d0ae89505bae175dd3fbb931e,2021-02-15,
c33a6f502c0c6594c3cbb6f12e5b25ae83a673eb63138b6a9bc70972f7b0d1ff,13670,local-authority-eng:EPS,7c9c8cbf1a347131b1da952f2546b8e368c733b895d44ef27ec3df39cc8b3b22,2021-02-15,
cd862e185b228e1d1dc1e59da83dd11e27604e1dc39aeabcf8aafe5f932dbf4d,993,local-authority-eng:ADU,bec467da0d8851388b931dae57ffa5e79653f3e271981c08e8c1a5c0e7b1140b,2021-02-15,
cf1f853830b21a41c0368f485ed9cc6a53fb3ffa9423562682e758da9b6aad95,35366,local-authority-eng:ISL,4f3c11066adc16e06dac6a11d5d70e2c582cec8c46c4add8d6386070e4a3afa7,2021-02-15,
d7cff6eaa4f5e9c21ab17e82cc804c453929dd493b8792ff6868fb6dc3e5395f,5464,local-authority-eng:BRX,a06836755418154220d78214dc67d2aef22e109b38e0ea1eaf4a18ca67e54c5b,2021-02-15,
d8767338f601dd058744637696f4c00b3edd87276f53e4395db854bf72e2863b,1115,local-authority-eng:GLO,ff11e8140d3e8733666b7f462a610ce1d4e51af27ec0cb496166bc0d5bed4f4d,2021-02-15,
dab84fc29a0c7b8e772b7c91f2e55ee84c2e71d779f8aa47f461bfb22a2c3bd3,4663,local-authority-eng:IOW,e6fbd61b44f686dfd55a324b35b494c0e8ecca549356a0bece6c93cc5090f035,2021-02-15,2021-02-17
db997853c615a760b3c77a390b4e7c7f62ff993b778e7d1c991db8e650fe4859,5751,local-authority-eng:WOT,88737f7c21c72420b9420309ceab7f5424cb9d959a9e4b3decb3654bc6a90ba1,2021-02-15,
dbd13985fc3570bcb6c16cf2d08c04054342b9932e352741fdcecd1e2153b53f,138,local-authority-eng:SLF,6cb8454755578c0494f830408999f5efc0a4cde7db6dfd0ed4b4b61cbafd2ee2,2021-02-15,
f057b191fd6a805cbe7af9fee17a9962516f845925c7d70c9db4fba327ffb22e,512,local-authority-eng:WDE,ce0bd6e8e1ca415fd3a44286a7a1b1901854db7b3b65ddebb43c7cd6d0253199,2021-02-15,
f374274d440bd2d4a7b22659e74a029be58179992e99064906d016667839d0f1,4544,local-authority-eng:NLN,31594a177291d609857bb8b76738f437fb3f85dfb84f747abf049b754c875863,2021-02-15,
f88aa0734c0787a305c642061d062c0f787f96f54d5a6dd8d0abef604343f725,7750,local-authority-eng:GOS,b719eb1ac2edadc67ec0f586ef884601abec7ee2eb0ec4fb92f66a13bbe96116,2021-02-15,
