amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,start-date,units,slug
366.46,received,LA2019/138A,19/01881/CIL,,2020-04-15,2020-01-15,,
1832.32,received,LA2019/138B,19/01881/CIL,,2020-04-15,2020-01-15,,
1213.08,received,LA2019/238A,19/02537/CIL,,2020-04-15,2019-08-29,,
1415.25,received,LA2019/238A,19/02537/CIL,,2020-04-15,2019-08-29,,
1415.25,received,LA2019/238A,19/02537/CIL,,2020-04-15,2019-08-29,,
6065.38,received,LA2019/238B,19/02537/CIL,,2020-04-15,2019-08-29,,
7076.57,received,LA2019/238A,19/02537/CIL,,2020-04-15,2019-08-29,,
7076.57,received,LA2019/238A,19/02537/CIL,,2020-04-15,2019-08-29,,
621.57,received,LA2019/214A,19/02545/CIL,,2020-04-15,2019-08-01,,
725.16,received,LA2019/214A,19/02545/CIL,,2020-04-15,2019-08-01,,
725.16,secured,LA2019/214A,19/02545/CIL,,2020-04-15,2019-08-01,,
1864.7,received,LA2019/214B,19/02545/CIL,,2020-04-15,2019-08-01,,
2175.49,received,LA2019/214B,19/02545/CIL,,2020-04-15,2019-08-01,,
2175.49,secured,LA2019/214B,19/02545/CIL,,2020-04-15,2019-08-01,,
3374.34,received,LA2019/301A,19/02839/CIL,,2020-04-15,2019-12-03,,
3936.73,received,LA2019/301A,19/02839/CIL,,2020-04-15,2019-12-03,,
3936.73,secured,LA2019/301A,19/02839/CIL,,2020-04-15,2019-12-03,,
10123.03,received,LA2019/301B,19/02839/CIL,,2020-04-15,2019-12-03,,
11810.2,received,LA2019/301B,19/02839/CIL,,2020-04-15,2019-12-03,,
11810.2,secured,LA2019/301B,19/02839/CIL,,2020-04-15,2019-12-03,,
1218.25,received,LA2019/204A,19/03112/CIL,,2020-04-15,2019-08-21,,
6091.23,received,LA2019/204B,19/03112/CIL,,2020-04-15,2019-08-21,,
327.27,received,LA2019/199A,19/03853/CIL,,2020-04-15,2019-07-16,,
981.81,received,LA2019/199B,19/03853/CIL,,2020-04-15,2019-07-16,,
779.3,received,LA2019/216A,19/03922/CIL,,2020-04-15,2019-08-01,,
2337.89,received,LA2019/216B,19/03922/CIL,,2020-04-15,2019-08-01,,
635.69,received,LA2019/240A,19/04805/CIL,,2020-04-15,2019-08-30,,
1907.08,received,LA2019/240B,19/04805/CIL,,2020-04-15,2019-08-30,,
295.31,received,LA2019/206A,19/04950/CIL,,2020-04-15,2019-07-18,,
885.94,received,LA2019/206B,19/04950/CIL,,2020-04-15,2019-07-18,,
3118.85,received,LA2019/241A,19/05156/CIL,,2020-04-15,2019-09-02,,
3638.65,received,LA2019/241A,19/05156/CIL,,2020-04-15,2019-09-02,,
3638.65,received,LA2019/241A,19/05156/CIL,,2020-04-15,2019-09-02,,
9356.54,received,LA2019/241B,19/05156/CIL,,2020-04-15,2019-09-02,,
10915.96,received,LA2019/241B,19/05156/CIL,,2020-04-15,2019-09-02,,
10915.96,received,LA2019/241B,19/05156/CIL,,2020-04-15,2019-09-02,,
1197.04,received,LA2019/186A,19/05392/CIL,,2020-04-15,2019-06-26,,
2793.1,received,LA2019/186A,19/05392/CIL,,2020-04-15,2019-06-26,,
5985.22,received,LA2019/186B,19/05392/CIL,,2020-04-15,2019-06-26,,
8379.31,received,LA2019/186B,19/05392/CIL,,2020-04-15,2019-06-26,,
168.17,received,LA2019/247A,19/05531/CIL,,2020-04-15,2020-02-28,,
504.52,received,LA2019/247B,19/05531/CIL,,2020-04-15,2020-02-28,,
3730.14,received,LA2019/325A,19/05965/CIL,,2020-04-15,2019-12-10,,
4351.83,secured,LA2019/325A,19/05965/CIL,,2020-04-15,2019-12-10,,
4351.83,secured,LA2019/325A,19/05965/CIL,,2020-04-15,2019-12-10,,
11190.42,received,LA2019/325B,19/05965/CIL,,2020-04-15,2019-12-10,,
13055.49,secured,LA2019/325B,19/05965/CIL,,2020-04-15,2019-12-10,,
13055.49,secured,LA2019/325B,19/05965/CIL,,2020-04-15,2019-12-10,,
436.64,secured,LA2019/334A,19/06116/CIL,,2020-04-15,2019-12-20,,
1309.92,secured,LA2019/334B,19/06116/CIL,,2020-04-15,2019-12-20,,
675.75,received,LA2019/294A,19/06395/CIL,,2020-04-15,2019-12-02,,
2027.25,received,LA2019/294B,19/06395/CIL,,2020-04-15,2019-12-02,,
153.03,received,LA2020/011A,19/06509/CIL,,2020-04-15,2020-03-23,,
459.09,received,LA2020/011B,19/06509/CIL,,2020-04-15,2020-03-23,,
660.16,received,LA2019/261A,19/06596/CIL,,2020-04-15,2019-10-03,,
1980.47,received,LA2019/261B,19/06596/CIL,,2020-04-15,2019-10-03,,
98.76,received,LA2019/288A,19/06612/CIL,,2020-04-15,2019-12-03,,
296.29,received,LA2019/288B,19/06612/CIL,,2020-04-15,2019-12-03,,
988.86,secured,LA2019/280A,19/07427/CIL,,2020-04-15,2019-10-22,,
1153.67,secured,LA2019/280A,19/07427/CIL,,2020-04-15,2019-10-22,,
1153.67,secured,LA2019/280A,19/07427/CIL,,2020-04-15,2019-10-22,,
2966.57,secured,LA2019/280B,19/07427/CIL,,2020-04-15,2019-10-22,,
3461,secured,LA2019/280B,19/07427/CIL,,2020-04-15,2019-10-22,,
3461,secured,LA2019/280B,19/07427/CIL,,2020-04-15,2019-10-22,,
1419.08,received,LA2019/320A,19/08919/CIL,,2020-04-15,2020-01-06,,
4257.23,received,LA2019/320B,19/08919/CIL,,2020-04-15,2020-01-06,,
660.16,received,LA2020/010A,19/10748/CIL,,2020-04-15,2020-03-04,,
3300.48,received,LA2020/010B,19/10748/CIL,,2020-04-15,2020-03-04,,
466.8,secured,LA2020/029A,20/00192/CIL,,2020-04-15,2020-03-12,,
1400.39,secured,LA2020/029B,20/00192/CIL,,2020-04-15,2020-03-12,,
