resource,amount,contribution-funding-status,developer-agreement-contribution,developer-agreement-transaction,end-date,entry-date,start-date,units,slug
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,119131.5,secured,14/02833/FUL-S2.2.b,14/02833/FUL-S2.2.b-TRANS1,,2020-12-08,2018-03-18,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,119131.5,received,14/02833/FUL-S2.2.b,14/02833/FUL-S2.2.b-TRANS2,,2020-12-08,2018-02-27,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,119131.5,allocated,14/02833/FUL-S2.2.b,14/02833/FUL-S2.2.b-TRANS3,,2020-12-08,2018-02-27,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,71334,secured,14/02837/SUB-S3.1,14/02837/SUB-S3.1-TRANS1,,2020-12-08,2016-09-13,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,71334,received,14/02837/SUB-S3.1,14/02837/SUB-S3.1-TRANS2,,2020-12-08,2017-09-04,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,71334,allocated,14/02837/SUB-S3.1,14/02837/SUB-S3.1-TRANS3,,2020-12-08,2017-09-04,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,24535,secured,16/02081/SU4-S2.2,16/02081/SU4-S2.2-TRANS1,,2020-12-08,2017-07-06,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,24535,received,16/02081/SU4-S2.2,16/02081/SU4-S2.2-TRANS2,,2020-12-08,2017-12-05,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,24535,allocated,16/02081/SU4-S2.2,16/02081/SU4-S2.2-TRANS3,,2020-12-08,2017-12-05,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,4.5E+4,secured,16/02081/SU4-S2.3,16/02081/SU4-S2.3-TRANS1,,2020-12-08,2017-07-06,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,4.5E+4,received,16/02081/SU4-S2.3,16/02081/SU4-S2.3-TRANS2,,2020-12-08,2017-12-05,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,4.5E+4,allocated,16/02081/SU4-S2.3,16/02081/SU4-S2.3-TRANS3,,2020-12-08,2017-12-05,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,2E+3,secured,16/02081/SU4-MON,16/02081/SU4-MON-TRANS1,,2020-12-08,2017-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,2E+3,received,16/02081/SU4-MON,16/02081/SU4-MON-TRANS2,,2020-12-08,2017-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,2E+3,allocated,16/02081/SU4-MON,16/02081/SU4-MON-TRANS3,,2020-12-08,2017-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,771,spent,16/02081/SU4-MON,16/02081/SU4-MON-TRANS4,,2020-12-09,2020-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,5E+2,secured,18/01058/FUL-MON,18/01058/FUL-MON-TRANS1,,2020-12-08,2019-09-20,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,5E+2,received,18/01058/FUL-MON,18/01058/FUL-MON-TRANS2,,2020-12-08,2019-09-20,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,5E+2,allocated,18/01058/FUL-MON,18/01058/FUL-MON-TRANS3,,2020-12-08,2019-09-20,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,192.75,spent,18/01058/FUL-MON,18/01058/FUL-MON-TRANS4,,2020-12-09,2020-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,5E+2,secured,18/01108/FUL-MON,18/01108/FUL-MON-TRANS1,,2020-12-08,2019-09-10,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,5E+2,received,18/01108/FUL-MON,18/01108/FUL-MON-TRANS2,,2020-12-08,2019-09-10,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,5E+2,allocated,18/01108/FUL-MON,18/01108/FUL-MON-TRANS3,,2020-12-08,2019-09-10,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,192.75,spent,18/01108/FUL-MON,18/01108/FUL-MON-TRANS4,,2020-12-09,2020-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1E+3,secured,19/00214/FUL-MON,19/00214/FUL-MON-TRANS1,,2020-12-08,2019-11-01,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1E+3,received,19/00214/FUL-MON,19/00214/FUL-MON-TRANS2,,2020-12-08,2019-10-10,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1E+3,allocated,19/00214/FUL-MON,19/00214/FUL-MON-TRANS3,,2020-12-08,2019-10-10,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,385.5,spent,19/00214/FUL-MON,19/00214/FUL-MON-TRANS4,,2020-12-09,2020-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,9.1E+4,secured,99/00875/LEG-C4.,99/00875/LEG-C4.-TRANS1,,2020-12-08,2004-01-02,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,9.1E+4,received,99/00875/LEG-C4.,99/00875/LEG-C4.-TRANS2,,2020-12-08,2004-01-02,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,9.1E+4,allocated,99/00875/LEG-C4.,99/00875/LEG-C4.-TRANS3,,2020-12-08,2004-01-02,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,37178,secured,06/00206/LEG-1a.,06/00206/LEG-1a.-TRANS1,,2020-12-08,2006-08-02,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,37178,received,06/00206/LEG-1a.,06/00206/LEG-1a.-TRANS2,,2020-12-08,2006-08-02,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,37178,allocated,06/00206/LEG-1a.,06/00206/LEG-1a.-TRANS3,,2020-12-08,2006-08-02,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,37178,spent,06/00206/LEG-1a.,06/00206/LEG-1a.-TRANS4,,2020-12-08,2010-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,5E+4,secured,06/00206/LEG-1b.,06/00206/LEG-1b.-TRANS1,,2020-12-08,2006-08-02,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,5E+4,received,06/00206/LEG-1b.,06/00206/LEG-1b.-TRANS2,,2020-12-08,2006-08-02,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,5E+4,allocated,06/00206/LEG-1b.,06/00206/LEG-1b.-TRANS3,,2020-12-08,2006-08-02,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1.5E+3,secured,18/00749/FUL-MON,18/00749/FUL-MON-TRANS1,,2020-12-08,2019-10-07,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1.5E+3,received,18/00749/FUL-MON,18/00749/FUL-MON-TRANS2,,2020-12-08,2019-10-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1.5E+3,allocated,18/00749/FUL-MON,18/00749/FUL-MON-TRANS3,,2020-12-08,2019-10-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,578.25,spent,18/00749/FUL-MON,18/00749/FUL-MON-TRANS4,,2020-12-09,2020-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1E+3,secured,16/02247/FUL-MON,16/02247/FUL-MON-TRANS1,,2020-12-08,2017-12-04,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1E+3,received,16/02247/FUL-MON,16/02247/FUL-MON-TRANS2,,2020-12-08,2017-12-04,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1E+3,allocated,16/02247/FUL-MON,16/02247/FUL-MON-TRANS3,,2020-12-08,2017-12-04,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,385.5,spent,16/02247/FUL-MON,16/02247/FUL-MON-TRANS4,,2020-12-09,2020-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,2E+3,secured,15/00691/FUL-MON,15/00691/FUL-MON-TRANS1,,2020-12-08,2017-12-07,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,2E+3,received,15/00691/FUL-MON,15/00691/FUL-MON-TRANS2,,2020-12-08,2017-12-28,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,2E+3,allocated,15/00691/FUL-MON,15/00691/FUL-MON-TRANS3,,2020-12-08,2017-12-28,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,771,spent,15/00691/FUL-MON,15/00691/FUL-MON-TRANS4,,2020-12-09,2020-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,3.5E+3,secured,16/01541/FUL-MON,16/01541/FUL-MON-TRANS1,,2020-12-08,2018-02-01,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,3.5E+3,received,16/01541/FUL-MON,16/01541/FUL-MON-TRANS2,,2020-12-08,2018-01-04,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,3.5E+3,allocated,16/01541/FUL-MON,16/01541/FUL-MON-TRANS3,,2020-12-08,2018-01-04,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1349.25,spent,16/01541/FUL-MON,16/01541/FUL-MON-TRANS4,,2020-12-09,2020-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,3.5E+3,secured,16/01502/OU4-MON,16/01502/OU4-MON-TRANS1,,2020-12-08,2017-12-22,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,3.5E+3,received,16/01502/OU4-MON,16/01502/OU4-MON-TRANS2,,2020-12-08,2018-02-05,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,3.5E+3,allocated,16/01502/OU4-MON,16/01502/OU4-MON-TRANS3,,2020-12-08,2018-02-05,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1349.25,spent,16/01502/OU4-MON,16/01502/OU4-MON-TRANS4,,2020-12-09,2020-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,9113,secured,18/00485/FDC-S2.,18/00485/FDC-S2.-TRANS1,,2020-12-09,2019-11-12,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1E+3,secured,18/00485/FDC-MON,18/00485/FDC-MON-TRANS1,,2020-12-09,2018-11-12,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1E+3,received,18/00485/FDC-MON,18/00485/FDC-MON-TRANS2,,2020-12-09,2018-11-08,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1E+3,allocated,18/00485/FDC-MON,18/00485/FDC-MON-TRANS3,,2020-12-09,2018-11-08,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,385.5,spent,18/00485/FDC-MON,18/00485/FDC-MON-TRANS4,,2020-12-09,2020-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,4.75E+3,secured,19/01484/FU4-MON,19/01484/FU4-MON-TRANS1,,2020-12-09,2020-01-15,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,4.75E+3,received,19/01484/FU4-MON,19/01484/FU4-MON-TRANS2,,2020-12-09,2020-01-07,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,4.75E+3,allocated,19/01484/FU4-MON,19/01484/FU4-MON-TRANS3,,2020-12-09,2020-01-07,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1831.13,spent,19/01484/FU4-MON,19/01484/FU4-MON-TRANS4,,2020-12-09,2020-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1.5E+3,secured,19/01427/FU4-MON,19/01427/FU4-MON-TRANS1,,2020-12-09,2020-01-20,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1.5E+3,received,19/01427/FU4-MON,19/01427/FU4-MON-TRANS2,,2020-12-09,2020-02-25,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1.5E+3,allocated,19/01427/FU4-MON,19/01427/FU4-MON-TRANS3,,2020-12-09,2020-02-25,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,578.25,spent,19/01427/FU4-MON,19/01427/FU4-MON-TRANS4,,2020-12-09,2020-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,,secured,14/00538/HYB-S3.B.,14/00538/HYB-S3.B.-TRANS1,,2020-12-09,2020-03-31,13,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,,received,14/00538/HYB-S3.B.,14/00538/HYB-S3.B.-TRANS2,,2020-12-09,2020-03-31,13,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,3E+3,secured,18/00255/FU4-MON,18/00255/FU4-MON-TRANS1,,2020-12-09,2019-06-27,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,3E+3,received,18/00255/FU4-MON,18/00255/FU4-MON-TRANS2,,2020-12-09,2019-07-01,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,3E+3,allocated,18/00255/FU4-MON,18/00255/FU4-MON-TRANS3,,2020-12-09,2019-07-01,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,1156.5,spent,18/00255/FU4-MON,18/00255/FU4-MON-TRANS4,,2020-12-09,2020-03-31,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,19439.5,secured,18/00438/FUL-S2.2.2.1,18/00438/FUL-S2.2.2.1-TRANS1,,2020-12-09,2020-01-22,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,7.75E+3,secured,18/00438/FUL-MON,18/00438/FUL-MON-TRANS1,,2020-12-09,2019-06-13,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,7.75E+3,received,18/00438/FUL-MON,18/00438/FUL-MON-TRANS2,,2020-12-09,2019-06-05,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,7.75E+3,allocated,18/00438/FUL-MON,18/00438/FUL-MON-TRANS3,,2020-12-09,2019-06-05,,
8633d3fb888237fb0da41e8f286b377304c3ff4e4d481e0d025c2c3aefc86587,2987.63,spent,18/00438/FUL-MON,18/00438/FUL-MON-TRANS4,,2020-12-09,2020-03-31,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
8c2cfe5ae208afa9d3c2341016cd5bb6531744350b824f1451fbb5a5b43e24e5,,,,,,2021-02-15,,,
